alpha,beta,chain
-0.19004266,-0.014302091,chain_1
-0.19021516,-0.013604078,chain_1
-0.18848753,-0.0052943,chain_1
-0.19577482,-0.007915145,chain_1
-0.19795717,-0.01026216,chain_1
-0.19338922,-0.012474891,chain_1
-0.18913943,-0.013089471,chain_1
-0.17583452,-0.0074699516,chain_1
-0.18194774,-0.006186863,chain_1
-0.20334886,-0.008882541,chain_1
-0.206083,-0.0065928926,chain_1
-0.21073887,-0.0063258084,chain_1
-0.18592785,-0.0061907107,chain_1
-0.20094156,-0.009103316,chain_1
-0.19729501,-0.0051417165,chain_1
-0.19876473,-0.0061443523,chain_1
-0.19209725,-0.0073777847,chain_1
-0.19156544,-0.0066045457,chain_1
-0.19237426,-0.007624506,chain_1
-0.20466077,-0.011544015,chain_1
-0.20440447,-0.010415941,chain_1
-0.18364282,-0.006636028,chain_1
-0.19968563,-0.0086824,chain_1
-0.18656614,-0.0031503958,chain_1
-0.18311317,-0.009575728,chain_1
-0.18636695,-0.007977449,chain_1
-0.20882502,-0.009064421,chain_1
-0.21423922,-0.004118393,chain_1
-0.21320452,-0.0050138934,chain_1
-0.2093953,-0.008122624,chain_1
-0.2158425,-0.0071638767,chain_1
-0.2181004,-0.009174128,chain_1
-0.19786422,-0.008674448,chain_1
-0.20238289,-0.0030428455,chain_1
-0.20238289,-0.0030428455,chain_1
-0.19825792,-0.011840554,chain_1
-0.19467849,-0.007473184,chain_1
-0.19857694,-0.0069939666,chain_1
-0.19844009,-0.0051589785,chain_1
-0.19827418,-0.009245712,chain_1
-0.20021781,-0.008676672,chain_1
-0.20138633,-0.011693534,chain_1
-0.20246163,-0.0059287893,chain_1
-0.20527881,-0.0078120814,chain_1
-0.21118945,-0.0049218982,chain_1
-0.21386851,-0.0042587384,chain_1
-0.16321118,-0.0077190544,chain_1
-0.20013165,-0.012377756,chain_1
-0.19742471,-0.011170182,chain_1
-0.19630301,-0.008134628,chain_1
-0.19073935,-0.005127072,chain_1
-0.19549523,-0.005109474,chain_1
-0.18995242,-0.0035603868,chain_1
-0.19982392,-0.013376679,chain_1
-0.21090434,-0.012442884,chain_1
-0.2114501,-0.006597286,chain_1
-0.21008676,-0.0063643353,chain_1
-0.19439556,-0.007987501,chain_1
-0.20215124,-0.005288653,chain_1
-0.20410703,-0.007585989,chain_1
-0.21041112,-0.009833325,chain_1
-0.20962736,-0.011106148,chain_1
-0.20735548,-0.01000367,chain_1
-0.20336688,-0.0047791637,chain_1
-0.1891695,-0.01062607,chain_1
-0.19687724,-0.003733926,chain_1
-0.1807502,-0.0082625635,chain_1
-0.18732037,-0.009522904,chain_1
-0.19662416,-0.00496256,chain_1
-0.1938221,-0.0042162905,chain_1
-0.1840068,-0.0067259353,chain_1
-0.20282,-0.0071427417,chain_1
-0.18347006,-0.0076750126,chain_1
-0.19116755,-0.0068277866,chain_1
-0.18787791,-0.006198744,chain_1
-0.19729556,-0.0067551867,chain_1
-0.20240043,-0.0040795663,chain_1
-0.19826667,-0.004817978,chain_1
-0.21130028,-0.00795842,chain_1
-0.19459517,-0.004467761,chain_1
-0.19154933,-0.009726317,chain_1
-0.18689774,-0.00607937,chain_1
-0.18656749,-0.007004638,chain_1
-0.19268447,-0.0101872785,chain_1
-0.19301249,-0.0072628018,chain_1
-0.1966823,-0.005596399,chain_1
-0.1980158,-0.0077323113,chain_1
-0.19640028,-0.0058879484,chain_1
-0.19055843,-0.0064193765,chain_1
-0.19636503,-0.00648988,chain_1
-0.19486956,-0.006680631,chain_1
-0.20107415,-0.007034112,chain_1
-0.18238494,-0.00757339,chain_1
-0.17846765,-0.0072248396,chain_1
-0.1919126,-0.006508952,chain_1
-0.18439354,-0.010488878,chain_1
-0.18413277,-0.009905029,chain_1
-0.18683055,-0.007912232,chain_1
-0.20571733,-0.005720063,chain_1
-0.2006046,-0.0050065815,chain_1
-0.20556279,-0.007569843,chain_1
-0.19027378,-0.0053104027,chain_1
-0.19758283,-0.005757143,chain_1
-0.1923123,-0.007223349,chain_1
-0.1988855,-0.006064548,chain_1
-0.19525136,-0.0067423694,chain_1
-0.19619529,-0.008458361,chain_1
-0.18062781,-0.010544876,chain_1
-0.19863734,-0.008980414,chain_1
-0.20774716,-0.0067328145,chain_1
-0.21284474,-0.0040783547,chain_1
-0.17975643,-0.006140045,chain_1
-0.17943466,-0.007710584,chain_1
-0.18063591,-0.014716688,chain_1
-0.18100153,-0.005149741,chain_1
-0.18068692,-0.0044226963,chain_1
-0.21014027,-0.009980571,chain_1
-0.2170434,-0.008342244,chain_1
-0.21461783,-0.0094584,chain_1
-0.20918946,-0.008796224,chain_1
-0.22598545,-0.004826953,chain_1
-0.22185595,-0.0030783094,chain_1
-0.21864484,-0.0033841466,chain_1
-0.21950272,-0.006985988,chain_1
-0.22068438,-0.006862123,chain_1
-0.2187774,-0.0049994667,chain_1
-0.21851349,-0.0068886317,chain_1
-0.21908303,-0.007360327,chain_1
-0.20945296,-0.005786455,chain_1
-0.20073625,-0.009934114,chain_1
-0.19491199,-0.012922452,chain_1
-0.18923284,-0.013661627,chain_1
-0.1938554,-0.014239553,chain_1
-0.2037012,-0.012616907,chain_1
-0.20116884,-0.0077702818,chain_1
-0.19365694,-0.009155746,chain_1
-0.19490877,-0.010136292,chain_1
-0.18960898,-0.00452365,chain_1
-0.18839371,-0.0041100862,chain_1
-0.19446814,-0.008584858,chain_1
-0.19030444,-0.009072754,chain_1
-0.18464114,-0.0045482926,chain_1
-0.19586065,-0.006189524,chain_1
-0.1880204,-0.006108476,chain_1
-0.21231283,-0.014945143,chain_1
-0.20889287,-0.011414328,chain_1
-0.20777637,-0.00517927,chain_1
-0.20811373,-0.00393295,chain_1
-0.17650026,-0.011549266,chain_1
-0.19381718,-0.0095368475,chain_1
-0.1977266,-0.008066735,chain_1
-0.19210379,-0.004961352,chain_1
-0.19454715,-0.007288806,chain_1
-0.18425836,-0.0074644084,chain_1
-0.17389777,-0.007838995,chain_1
-0.18385649,-0.0056445953,chain_1
-0.18540354,-0.008805816,chain_1
-0.18647659,-0.0096101705,chain_1
-0.19464515,-0.0046409303,chain_1
-0.21102415,-0.006274714,chain_1
-0.19137569,-0.00612508,chain_1
-0.18987103,-0.004783159,chain_1
-0.20460322,-0.008047284,chain_1
-0.19274111,-0.0041768486,chain_1
-0.1888649,-0.006806529,chain_1
-0.19867088,-0.010147253,chain_1
-0.20166333,-0.005336218,chain_1
-0.19602436,-0.008188839,chain_1
-0.19014055,-0.00572015,chain_1
-0.18990725,-0.0076140296,chain_1
-0.1885055,-0.008714176,chain_1
-0.1934772,-0.0046462324,chain_1
-0.19639118,-0.0052415123,chain_1
-0.19826813,-0.006492186,chain_1
-0.1901365,-0.009477536,chain_1
-0.19834065,-0.011825192,chain_1
-0.19652146,-0.011071061,chain_1
-0.1898173,-0.0038382774,chain_1
-0.18490559,-0.00989173,chain_1
-0.18615429,-0.010354512,chain_1
-0.18663445,-0.010067274,chain_1
-0.19786456,-0.004396386,chain_1
-0.18328725,-0.013022179,chain_1
-0.20103757,-0.010693545,chain_1
-0.18806054,-0.00955614,chain_1
-0.19283934,-0.006425699,chain_1
-0.18938316,-0.0066480637,chain_1
-0.19885243,-0.0050277133,chain_1
-0.19378325,-0.0046639726,chain_1
-0.19424674,-0.010438021,chain_1
-0.19605148,-0.0065138917,chain_1
-0.19675365,-0.00896666,chain_1
-0.19891182,-0.0066977157,chain_1
-0.19382383,-0.0078105545,chain_1
-0.19054437,-0.0064601023,chain_1
-0.20427261,-0.0070601124,chain_1
-0.18895411,-0.005599992,chain_1
-0.18950889,-0.008185031,chain_1
-0.19186687,-0.008714814,chain_1
-0.19605048,-0.0072651086,chain_1
-0.19260621,-0.007425787,chain_1
-0.19048622,-0.010715982,chain_1
-0.20272543,-0.0036055038,chain_1
-0.20025629,-0.0047294414,chain_1
-0.17287499,-0.010572627,chain_1
-0.19529612,-0.0039133895,chain_1
-0.19768788,-0.008091216,chain_1
-0.20420705,-0.006972504,chain_1
-0.18898027,-0.0053878827,chain_1
-0.1992571,-0.0050113783,chain_1
-0.18335041,-0.0090720765,chain_1
-0.19006538,-0.012815026,chain_1
-0.20035522,-0.010484863,chain_1
-0.1999522,-0.010405507,chain_1
-0.19989993,-0.0111162225,chain_1
-0.19230242,-0.0059228446,chain_1
-0.19445944,-0.005533439,chain_1
-0.1841443,-0.008049051,chain_1
-0.18924892,-0.0080655245,chain_1
-0.19942692,-0.006484986,chain_1
-0.19439045,-0.0078102807,chain_1
-0.19081196,-0.006082529,chain_1
-0.18902934,-0.005308418,chain_1
-0.209389,-0.008239701,chain_1
-0.2116011,-0.008149746,chain_1
-0.22495121,-0.005523134,chain_1
-0.21560286,-0.0076258974,chain_1
-0.18885691,-0.0066367723,chain_1
-0.18484947,-0.005942042,chain_1
-0.19616745,-0.009614955,chain_1
-0.19317502,-0.011624116,chain_1
-0.18807378,-0.013984516,chain_1
-0.18258548,-0.006696739,chain_1
-0.21024346,-0.010767068,chain_1
-0.18736783,-0.009863539,chain_1
-0.19640541,-0.009422457,chain_1
-0.18827644,-0.007252525,chain_1
-0.19070287,-0.008556077,chain_1
-0.20064196,-0.0054316837,chain_1
-0.2056491,-0.007119324,chain_1
-0.19847734,-0.005597025,chain_1
-0.18893746,-0.008817982,chain_1
-0.19304496,-0.007901413,chain_1
-0.19996779,-0.008241889,chain_1
-0.19347697,-0.006014765,chain_1
-0.18787226,-0.008525704,chain_1
-0.1851043,-0.0072717904,chain_1
-0.1845382,-0.007709581,chain_1
-0.17857108,-0.008471674,chain_1
-0.19332314,-0.006678974,chain_1
-0.19316047,-0.006681996,chain_1
-0.17597625,-0.004812246,chain_1
-0.17597625,-0.004812246,chain_1
-0.17673667,-0.0056633605,chain_1
-0.18511945,-0.008833094,chain_1
-0.19425349,-0.011206909,chain_1
-0.18992092,-0.008941872,chain_1
-0.1946009,-0.004374026,chain_1
-0.18657722,-0.009151768,chain_1
-0.19838531,-0.0060293986,chain_1
-0.18658178,-0.005754227,chain_1
-0.19256803,-0.011273185,chain_1
-0.19743292,-0.0103407875,chain_1
-0.18500172,-0.006660967,chain_1
-0.1761275,-0.00800794,chain_1
-0.17993498,-0.010800573,chain_1
-0.19581357,-0.008729818,chain_1
-0.19662206,-0.011956745,chain_1
-0.19908008,-0.0076419506,chain_1
-0.19779755,-0.0076998826,chain_1
-0.19365668,-0.0060734237,chain_1
-0.18910533,-0.006969702,chain_1
-0.20423943,-0.009418307,chain_1
-0.20526582,-0.009642479,chain_1
-0.18233067,-0.008476237,chain_1
-0.1843858,-0.0075683915,chain_1
-0.18186624,-0.009368558,chain_1
-0.17321546,-0.0071323933,chain_1
-0.17278887,-0.0070507517,chain_1
-0.17147145,-0.007568509,chain_1
-0.17163564,-0.005215073,chain_1
-0.21054184,-0.011542086,chain_1
-0.20295668,-0.0061176103,chain_1
-0.19900052,-0.006568338,chain_1
-0.19847529,-0.0076231807,chain_1
-0.17320256,-0.0045197485,chain_1
-0.17410815,-0.0077533396,chain_1
-0.17104626,-0.0042009093,chain_1
-0.16970216,-0.0077463742,chain_1
-0.17128552,-0.0077217985,chain_1
-0.19627401,-0.0077985288,chain_1
-0.19961081,-0.007253922,chain_1
-0.19181879,-0.016205903,chain_1
-0.1875014,-0.016529365,chain_1
-0.18855606,-0.016981455,chain_1
-0.19345187,-0.0061074006,chain_1
-0.1938737,-0.00653326,chain_1
-0.19728927,-0.0063709537,chain_1
-0.2076496,-0.007035878,chain_1
-0.20999908,-0.008240222,chain_1
-0.19865234,-0.0051539666,chain_1
-0.20587142,-0.0044780895,chain_1
-0.20549747,-0.005326659,chain_1
-0.19711263,-0.008257281,chain_1
-0.19641471,-0.008705043,chain_1
-0.19440998,-0.008646306,chain_1
-0.1957546,-0.0045150067,chain_1
-0.18524691,-0.0121013755,chain_1
-0.18917167,-0.005697655,chain_1
-0.19412248,-0.008237539,chain_1
-0.20405728,-0.0033617304,chain_1
-0.18927445,-0.010477637,chain_1
-0.20028053,-0.0064801537,chain_1
-0.19915646,-0.003280457,chain_1
-0.19794369,-0.0040974068,chain_1
-0.1925051,-0.0058240313,chain_1
-0.1925051,-0.0058240313,chain_1
-0.19403252,-0.011081976,chain_1
-0.19430615,-0.010245521,chain_1
-0.18631466,-0.006731432,chain_1
-0.19441761,-0.004083447,chain_1
-0.19441761,-0.004083447,chain_1
-0.19406688,-0.006601928,chain_1
-0.18899173,-0.006423924,chain_1
-0.1921381,-0.012028359,chain_1
-0.19308577,-0.015368822,chain_1
-0.20055756,-0.006613537,chain_1
-0.20112354,-0.0069546993,chain_1
-0.2024878,-0.009008396,chain_1
-0.20168613,-0.0058929757,chain_1
-0.20168613,-0.0058929757,chain_1
-0.200758,-0.008427181,chain_1
-0.20410861,-0.0045045977,chain_1
-0.18618536,-0.010348861,chain_1
-0.18539387,-0.0053336835,chain_1
-0.1871657,-0.008280235,chain_1
-0.19110699,-0.0063883667,chain_1
-0.19272847,-0.0060932944,chain_1
-0.18165848,-0.008171379,chain_1
-0.18937613,-0.0066272686,chain_1
-0.18973485,-0.01015447,chain_1
-0.18558474,-0.007248301,chain_1
-0.18405555,-0.010726329,chain_1
-0.1910019,-0.0071634273,chain_1
-0.20062342,-0.0076389704,chain_1
-0.20160258,-0.009800784,chain_1
-0.18186183,-0.00857871,chain_1
-0.21049623,-0.008549733,chain_1
-0.20100534,-0.0066178744,chain_1
-0.1995575,-0.007120068,chain_1
-0.19698572,-0.005797045,chain_1
-0.19793345,-0.0066275503,chain_1
-0.21108447,-0.006009979,chain_1
-0.21662462,-0.008243978,chain_1
-0.21712038,-0.008599865,chain_1
-0.19893193,-0.00507426,chain_1
-0.19953673,-0.005690578,chain_1
-0.19968206,-0.009519215,chain_1
-0.19847348,-0.0055827866,chain_1
-0.17855944,-0.00770044,chain_1
-0.19663388,-0.005536474,chain_1
-0.18447413,-0.010619907,chain_1
-0.19830507,-0.011639274,chain_1
-0.19754289,-0.008680415,chain_1
-0.19771847,-0.0057673003,chain_1
-0.19928472,-0.004601618,chain_1
-0.18537177,-0.009506638,chain_1
-0.18304978,-0.009017013,chain_1
-0.1783807,-0.0111475615,chain_1
-0.18064637,-0.0077652857,chain_1
-0.19669783,-0.007450578,chain_1
-0.20499673,-0.006246918,chain_1
-0.18537909,-0.006819691,chain_1
-0.20098011,-0.0064592,chain_1
-0.19368777,-0.007102062,chain_1
-0.19354743,-0.004509717,chain_1
-0.19645438,-0.007027326,chain_1
-0.20226683,-0.0069208145,chain_1
-0.1915755,-0.0067987284,chain_1
-0.19619013,-0.0037537978,chain_1
-0.17780483,-0.010746306,chain_1
-0.19753751,-0.004118868,chain_1
-0.19833411,-0.003720549,chain_1
-0.19934623,-0.0043813908,chain_1
-0.20297508,-0.007982345,chain_1
-0.20206319,-0.0028402759,chain_1
-0.20206319,-0.0028402759,chain_1
-0.20381702,-0.007077565,chain_1
-0.19475108,-0.007729825,chain_1
-0.18934226,-0.0057784277,chain_1
-0.18934226,-0.0057784277,chain_1
-0.19155344,-0.009053814,chain_1
-0.20053573,-0.0090709515,chain_1
-0.18908665,-0.005695425,chain_1
-0.18598363,-0.008677815,chain_1
-0.20600514,-0.00680324,chain_1
-0.20366548,-0.009651685,chain_1
-0.18699026,-0.004972687,chain_1
-0.19172285,-0.0062203105,chain_1
-0.19232531,-0.009344381,chain_1
-0.19717915,-0.008296182,chain_1
-0.18578571,-0.0130930245,chain_1
-0.1888063,-0.012169494,chain_1
-0.18656278,-0.00601454,chain_1
-0.19543797,-0.0066452352,chain_1
-0.19498156,-0.006262462,chain_1
-0.20836605,-0.01143038,chain_1
-0.20533673,-0.0085847145,chain_1
-0.21377201,-0.002767068,chain_1
-0.21686012,-0.0038130027,chain_1
-0.21793419,-0.0060409703,chain_1
-0.21494108,-0.006364932,chain_1
-0.21136554,-0.0069031147,chain_1
-0.1985208,-0.005697533,chain_1
-0.21129048,-0.00695113,chain_1
-0.19930433,-0.0050982805,chain_1
-0.19357243,-0.0065991497,chain_1
-0.19243489,-0.008345955,chain_1
-0.19703808,-0.008073889,chain_1
-0.18968464,-0.012753544,chain_1
-0.20003605,-0.007227729,chain_1
-0.19261362,-0.009330622,chain_1
-0.18726684,-0.008016108,chain_1
-0.1910018,-0.010077338,chain_1
-0.19412874,-0.010594441,chain_1
-0.19314727,-0.010480673,chain_1
-0.19321239,-0.010842562,chain_1
-0.19356075,-0.010720482,chain_1
-0.19558236,-0.0059272805,chain_1
-0.20353208,-0.0048404196,chain_1
-0.20704459,-0.008421964,chain_1
-0.20336804,-0.005299477,chain_1
-0.19076706,-0.0077681346,chain_1
-0.19304956,-0.005083911,chain_1
-0.19330141,-0.0046679266,chain_1
-0.19311467,-0.0043811477,chain_1
-0.18751515,-0.006354686,chain_1
-0.18101756,-0.007614431,chain_1
-0.1957356,-0.012022102,chain_1
-0.19413303,-0.009621816,chain_1
-0.21500035,-0.004167859,chain_1
-0.21793978,-0.0070603136,chain_1
-0.19980627,-0.0074517895,chain_1
-0.1979255,-0.0074388525,chain_1
-0.19866295,-0.007627215,chain_1
-0.19230954,-0.0060271462,chain_1
-0.19379997,-0.0073472206,chain_1
-0.21189718,-0.008055461,chain_1
-0.20003615,-0.004714202,chain_1
-0.19037311,-0.0059606507,chain_1
-0.19702004,-0.007723837,chain_1
-0.20508195,-0.007498785,chain_1
-0.1980571,-0.005289925,chain_1
-0.19494608,-0.0054302043,chain_1
-0.19715337,-0.0057646506,chain_1
-0.1985227,-0.008025022,chain_1
-0.19914302,-0.006597601,chain_1
-0.19834563,-0.010510124,chain_1
-0.1946614,-0.0072317654,chain_1
-0.18183216,-0.007088178,chain_1
-0.18058896,-0.006516139,chain_1
-0.19309652,-0.0065548266,chain_1
-0.20025384,-0.008261974,chain_1
-0.19368435,-0.009383295,chain_1
-0.19447318,-0.0073248837,chain_1
-0.19743854,-0.004284708,chain_1
-0.18673424,-0.0070851194,chain_1
-0.19230111,-0.0085197175,chain_1
-0.19239525,-0.008900994,chain_1
-0.19032541,-0.01121703,chain_1
-0.18309987,-0.0071404884,chain_1
-0.19308907,-0.0059397463,chain_1
-0.19454278,-0.0083940625,chain_1
-0.19118233,-0.00374653,chain_1
-0.20671737,-0.010286712,chain_1
-0.1868239,-0.004782458,chain_1
-0.20136198,-0.0070650266,chain_1
-0.1985893,-0.007049758,chain_1
-0.1687464,-0.009775398,chain_1
-0.18648532,-0.009430707,chain_1
-0.19520278,-0.0041556745,chain_1
-0.20282026,-0.008957909,chain_1
-0.19346671,-0.0051294784,chain_1
-0.19298884,-0.007185277,chain_1
-0.19004281,-0.010859335,chain_1
-0.18809634,-0.011585666,chain_1
-0.20889565,-0.0038352476,chain_1
-0.20889565,-0.0038352476,chain_1
-0.21643549,-0.0033305907,chain_1
-0.21088623,-0.0059354724,chain_1
-0.19951458,-0.0063458136,chain_1
-0.18111487,-0.014904814,chain_1
-0.19050443,-0.010702094,chain_1
-0.19672807,-0.013289301,chain_1
-0.20189917,-0.007871963,chain_1
-0.2013055,-0.0058525684,chain_1
-0.2017832,-0.009322295,chain_1
-0.19832781,-0.011270652,chain_1
-0.19935271,-0.011647248,chain_1
-0.17826034,-0.008542535,chain_1
-0.17094465,-0.005766188,chain_1
-0.17168817,-0.005800934,chain_1
-0.17248388,-0.005444814,chain_1
-0.20701502,-0.0072385166,chain_1
-0.20283796,-0.0068836464,chain_1
-0.20500606,-0.0057208845,chain_1
-0.20388685,-0.006753397,chain_1
-0.20388685,-0.006753397,chain_1
-0.20688093,-0.0072859204,chain_1
-0.19534099,-0.0050993613,chain_1
-0.19567843,-0.0061862604,chain_1
-0.19198266,-0.007330104,chain_1
-0.19577326,-0.0047170087,chain_1
-0.18899266,-0.007761391,chain_1
-0.174782,-0.008645765,chain_1
-0.1788767,-0.00875794,chain_1
-0.1846738,-0.0072627184,chain_1
-0.19477886,-0.006028572,chain_1
-0.19348381,-0.0059436043,chain_1
-0.20920736,-0.0073585776,chain_1
-0.18865457,-0.012251849,chain_1
-0.17513607,-0.0046034018,chain_1
-0.17983352,-0.0095554385,chain_1
-0.19363202,-0.012194569,chain_1
-0.19336998,-0.009301888,chain_1
-0.19278716,-0.007360791,chain_1
-0.1938837,-0.009990464,chain_1
-0.18624924,-0.0063422387,chain_1
-0.19168355,-0.0068722344,chain_1
-0.20587443,-0.006090102,chain_1
-0.19940838,-0.006083523,chain_1
-0.18101391,-0.008259484,chain_1
-0.20650186,-0.009136496,chain_1
-0.2032002,-0.005763661,chain_1
-0.20125827,-0.00727671,chain_1
-0.19958998,-0.006303017,chain_1
-0.19612104,-0.0057336977,chain_1
-0.19386086,-0.007764627,chain_1
-0.1940959,-0.009613033,chain_1
-0.19687407,-0.0061772885,chain_1
-0.17959955,-0.008609155,chain_1
-0.19451135,-0.0048693554,chain_1
-0.20029315,-0.0076817265,chain_1
-0.18907174,-0.0077161673,chain_1
-0.19703807,-0.0057094963,chain_1
-0.19756983,-0.008990473,chain_1
-0.18420908,-0.007840283,chain_1
-0.1977808,-0.0062040566,chain_1
-0.20676659,-0.008396157,chain_1
-0.17407243,-0.005466371,chain_1
-0.20651081,-0.0076491195,chain_1
-0.19957767,-0.0048953057,chain_1
-0.19192976,-0.0056743105,chain_1
-0.18566753,-0.005153466,chain_1
-0.18425912,-0.010055987,chain_1
-0.20325875,-0.004509195,chain_1
-0.20133065,-0.0054307804,chain_1
-0.19902657,-0.0074885436,chain_1
-0.20004825,-0.008086,chain_1
-0.21013486,-0.0040438445,chain_1
-0.22276124,-0.011312253,chain_1
-0.21349043,-0.006320945,chain_1
-0.18234666,-0.01056941,chain_1
-0.1887552,-0.00476214,chain_1
-0.19103119,-0.008725872,chain_1
-0.20192945,-0.0056098863,chain_1
-0.18593381,-0.005367459,chain_1
-0.20080182,-0.006288551,chain_1
-0.19862959,-0.006664566,chain_1
-0.2011427,-0.0071654664,chain_1
-0.19577049,-0.0056906273,chain_1
-0.20275357,-0.0067865322,chain_1
-0.19419399,-0.0038216556,chain_1
-0.19898646,-0.004649491,chain_1
-0.18011647,-0.004992525,chain_1
-0.19470184,-0.0067154462,chain_1
-0.19439219,-0.00462884,chain_1
-0.18948843,-0.004758573,chain_1
-0.20403144,-0.0069097537,chain_1
-0.18539712,-0.009641172,chain_1
-0.2076555,-0.007207279,chain_1
-0.20732817,-0.0065226164,chain_1
-0.20619014,-0.0069936747,chain_1
-0.2052326,-0.0050209174,chain_1
-0.20067938,-0.0061151586,chain_1
-0.21590689,-0.007481768,chain_1
-0.21344244,-0.0054964726,chain_1
-0.19610012,-0.008469531,chain_1
-0.21171953,-0.0044580176,chain_1
-0.21264482,-0.004079897,chain_1
-0.21302012,-0.007711736,chain_1
-0.16517518,-0.01160536,chain_1
-0.17157887,-0.0111483075,chain_1
-0.17815818,-0.0072246958,chain_1
-0.17886266,-0.007999808,chain_1
-0.17660892,-0.00615702,chain_1
-0.20827508,-0.0057528536,chain_1
-0.18646325,-0.0052183275,chain_1
-0.17839292,-0.007814474,chain_1
-0.19090502,-0.003368542,chain_1
-0.19329634,-0.008069702,chain_1
-0.192756,-0.009030558,chain_1
-0.18545473,-0.007748255,chain_1
-0.20153576,-0.0067894873,chain_1
-0.20104031,-0.0018654442,chain_1
-0.19658494,-0.0043359627,chain_1
-0.20044892,-0.006294243,chain_1
-0.18862738,-0.008224618,chain_1
-0.19080262,-0.012136104,chain_1
-0.19795136,-0.009069928,chain_1
-0.19579141,-0.0033426196,chain_1
-0.20093569,-0.007801035,chain_1
-0.19743718,-0.0061332816,chain_1
-0.20236622,-0.009984729,chain_1
-0.19864267,-0.009701684,chain_1
-0.19125648,-0.004413678,chain_1
-0.18831724,-0.010428758,chain_1
-0.19290765,-0.012673195,chain_1
-0.19281824,-0.012541201,chain_1
-0.18441956,-0.0059994995,chain_1
-0.18848638,-0.003880163,chain_1
-0.18805976,-0.0037464146,chain_1
-0.19403823,-0.0070382087,chain_1
-0.20303486,-0.007934017,chain_1
-0.19722553,-0.004963806,chain_1
-0.19676208,-0.00945708,chain_1
-0.20780471,-0.0033362403,chain_1
-0.20168981,-0.0049507716,chain_1
-0.21844809,-0.008157113,chain_1
-0.18153755,-0.009530812,chain_1
-0.18290044,-0.0050886576,chain_1
-0.18057595,-0.009591432,chain_1
-0.18010855,-0.0051684338,chain_1
-0.2032718,-0.0046424763,chain_1
-0.18092585,-0.0051516257,chain_1
-0.1887898,-0.0081817135,chain_1
-0.18745208,-0.012477989,chain_1
-0.19143622,-0.009320212,chain_1
-0.203238,-0.004611939,chain_1
-0.2020603,-0.0067392807,chain_1
-0.18741941,-0.0075552394,chain_1
-0.19310082,-0.0068003978,chain_1
-0.19142039,-0.008521029,chain_1
-0.19150743,-0.0063242028,chain_1
-0.1916765,-0.008823169,chain_1
-0.19251011,-0.008231692,chain_1
-0.1981041,-0.007775116,chain_1
-0.18416558,-0.0056760106,chain_1
-0.18421768,-0.0076401783,chain_1
-0.19386905,-0.007025632,chain_1
-0.19796182,-0.006602377,chain_1
-0.21023959,-0.004024144,chain_1
-0.19338918,-0.009166533,chain_1
-0.19808301,-0.009242026,chain_1
-0.18963987,-0.005557983,chain_1
-0.19631195,-0.0077331513,chain_1
-0.17767161,-0.004516939,chain_2
-0.19331707,-0.0061295275,chain_2
-0.2073334,-0.0059041767,chain_2
-0.19468798,-0.0074405586,chain_2
-0.18192962,-0.008330723,chain_2
-0.20148423,-0.0074869823,chain_2
-0.1876679,-0.005973032,chain_2
-0.18113878,-0.013180733,chain_2
-0.188236,-0.014019137,chain_2
-0.19096494,-0.011611799,chain_2
-0.18662645,-0.012421974,chain_2
-0.19808818,-0.00806159,chain_2
-0.19320366,-0.008108856,chain_2
-0.20057492,-0.0059401193,chain_2
-0.1991151,-0.005658079,chain_2
-0.20227663,-0.0048939683,chain_2
-0.18610781,-0.010665381,chain_2
-0.18482304,-0.004625418,chain_2
-0.19130257,-0.008410446,chain_2
-0.19299877,-0.009140107,chain_2
-0.1961156,-0.009070418,chain_2
-0.18621178,-0.007841776,chain_2
-0.19186571,-0.007325002,chain_2
-0.18153635,-0.0087773325,chain_2
-0.19291839,-0.0057188654,chain_2
-0.18674856,-0.007638786,chain_2
-0.19494018,-0.0079660285,chain_2
-0.19928874,-0.0061775288,chain_2
-0.20204218,-0.006849989,chain_2
-0.19470936,-0.011111359,chain_2
-0.18838309,-0.011598471,chain_2
-0.18861078,-0.010237813,chain_2
-0.17916037,-0.010181889,chain_2
-0.18811667,-0.00381076,chain_2
-0.21066654,-0.011681096,chain_2
-0.21610625,-0.0069794785,chain_2
-0.21509062,-0.0069590034,chain_2
-0.21733223,-0.0065073483,chain_2
-0.21751536,-0.00699718,chain_2
-0.22109321,-0.010391178,chain_2
-0.21742082,-0.008893326,chain_2
-0.21088874,-0.00469723,chain_2
-0.20871074,-0.007757148,chain_2
-0.20517606,-0.007521345,chain_2
-0.20250729,-0.010422446,chain_2
-0.19521068,-0.010680622,chain_2
-0.19682872,-0.0055562183,chain_2
-0.19388168,-0.0072150766,chain_2
-0.20027895,-0.005937332,chain_2
-0.20457876,-0.0066563413,chain_2
-0.1968562,-0.007798743,chain_2
-0.18968546,-0.0070634983,chain_2
-0.18651569,-0.0033203508,chain_2
-0.18930395,-0.00449868,chain_2
-0.18930395,-0.00449868,chain_2
-0.19301382,-0.0031442868,chain_2
-0.19320191,-0.004743236,chain_2
-0.20389947,-0.004262825,chain_2
-0.20389947,-0.004262825,chain_2
-0.18742558,-0.010464964,chain_2
-0.1901525,-0.008737907,chain_2
-0.19930978,-0.0084122345,chain_2
-0.19077727,-0.0072838115,chain_2
-0.19651057,-0.0053593353,chain_2
-0.2012621,-0.008139873,chain_2
-0.18290877,-0.0068949265,chain_2
